code	product_ean	store_name	location
GB	5973050758465	Bushey	Europe/London
DJ	0218999546533	'Ali Sabieh	Africa/Djibouti
RU	1837733340030	Novosilikatnyy	Asia/Barnaul
CA	6666869122129	Norfolk County	America/Toronto
IR	8520681371883	Isfahan	Asia/Tehran
IN	4114004188292	Madhipura	Asia/Kolkata
IT	8952374621096	Falconara Marittima	Europe/Rome
IT	4683202655108	San Giuliano Milanese	Europe/Rome
GB	6629082160415	Lancing	Europe/London
JP	4436365601167	Yamada	Asia/Tokyo
RU	2459094598807	Lesnoy	Asia/Yekaterinburg
LT	2327397360134	Ukmerge	Europe/Vilnius
US	4082623131763	Beaumont	America/Los_Angeles
KH	7922505675565	Paoy Paet	Asia/Phnom_Penh
IN	2490683557539	Barbil	Asia/Kolkata
MY	1729414210810	Batu Feringgi	Asia/Kuala_Lumpur
MX	8925366665217	Heroica Matamoros	America/Matamoros
TW	4995546701527	Magong	Asia/Taipei
AU	2563632950573	Carindale	Australia/Brisbane
AR	5993525289287	Pontevedra	America/Argentina/Buenos_Aires
BG	2600751657980	Aytos	Europe/Sofia
DE	7898586064843	Weimar	Europe/Berlin
JP	0033906546105	Gero	Asia/Tokyo
TZ	5417348670447	Nyangao	Africa/Dar_es_Salaam
DZ	4059140704732	Ksar Chellala	Africa/Algiers
RU	3046935256973	Dyat’kovo	Europe/Moscow
GB	7015857226421	Bushey	Europe/London
BR	9807328577686	Pato Branco	America/Sao_Paulo
ID	7454883443257	Kediri	Asia/Jakarta
EC	8420098260254	Milagro	America/Guayaquil
NG	9259849928100	Argungu	Africa/Lagos
RU	6572522621970	Severodvinsk	Europe/Moscow
PL	7536088834211	Strzelce Opolskie	Europe/Warsaw
NG	5298713017988	Shagamu	Africa/Lagos
IN	9194369227817	Sheoganj	Asia/Kolkata
BA	3947244852897	Bijeljina	Europe/Sarajevo
US	6195012954046	Davis	America/Los_Angeles
ES	0114082691190	Palafrugell	Europe/Madrid
BR	9284585935341	Nova Xavantina	America/Cuiaba
DE	4105319271618	Trossingen	Europe/Berlin
ES	7434272100770	Tudela	Europe/Madrid
GH	9024349091643	Tarkwa	Africa/Accra
ES	9571540042153	Gernika-Lumo	Europe/Madrid
NG	7810554523572	Gaya	Africa/Lagos
ES	5214528113127	Villaquilambre	Europe/Madrid
IT	8636055634505	Falconara Marittima	Europe/Rome
TR	3340956510350	Bergama	Europe/Istanbul
AR	9961340069588	Rafaela	America/Argentina/Cordoba
ES	9401350021096	San Juan de Aznalfarache	Europe/Madrid
DE	5380764089813	Gauting	Europe/Berlin
BR	5482950365517	Guaraciaba do Norte	America/Fortaleza
PL	4803627839765	Strzelce Opolskie	Europe/Warsaw
IT	3452480957614	Volla	Europe/Rome
PL	3817528968135	Zgorzelec	Europe/Warsaw
US	9888316845840	Woodbridge	America/New_York
US	6299213969578	Hutto	America/Chicago
CN	9947259121135	Tianfu	Asia/Shanghai
CO	7436593842872	Buenaventura	America/Bogota
IN	7670153589078	Sathyamangalam	Asia/Kolkata
SO	2704875038677	Kismayo	Africa/Mogadishu
CN	2184135075954	Changzhi	Asia/Shanghai
ID	7745975735184	Tebingtinggi	Asia/Jakarta
US	7838353883376	Redding	America/Los_Angeles
IT	8687915663166	Catania	Europe/Rome
RU	3576049805595	Aykhal	Asia/Yakutsk
PG	6105572449210	Mount Hagen	Pacific/Port_Moresby
IE	6006403358964	Athlone	Europe/Dublin
US	3102700934382	Ada	America/Chicago
US	4492277836837	Scotch Plains	America/New_York
BE	1795543748517	Beveren	Europe/Brussels
MD	3416278035854	Soroca	Europe/Chisinau
IT	9878142196919	Catania	Europe/Rome
IR	2599975683113	Isfahan	Asia/Tehran
AR	9692334860804	Pontevedra	America/Argentina/Buenos_Aires
RU	2430750915282	Oktyabr’skiy	Asia/Yekaterinburg
FR	4200277120821	Mitry-Mory	Europe/Paris
IL	4066717206469	Ramla	Asia/Jerusalem
US	2731878572938	Keene	America/New_York
US	7504571319187	Brentwood Estates	America/Chicago
UA	0556565633806	Nova Kakhovka	Europe/Kiev
CU	8777830744061	Corralillo	America/Havana
ES	7181468019230	Villaquilambre	Europe/Madrid
ID	9764469341401	Balikpapan	Asia/Makassar
FR	7039245988906	Fontenay-aux-Roses	Europe/Paris
MX	7059658585516	Jocotepec	America/Mexico_City
FI	1726986872095	Espoo	Europe/Helsinki
SL	9353280664860	Freetown	Africa/Freetown
IR	9817419512465	Aleshtar	Asia/Tehran
US	0406917823365	Vestavia Hills	America/Chicago
DE	5412788873830	Barmbek-Nord	Europe/Berlin
US	4569563716484	Norwalk	America/New_York
PS	0405457904275	East Jerusalem	Asia/Hebron
KR	9121216072962	Nonsan	Asia/Seoul
CN	0504176127412	Tianfu	Asia/Shanghai
GB	2219699910967	Lower Earley	Europe/London
ES	3046123869138	el Camp de l'Arpa del Clot	Europe/Madrid
CN	4375319149150	Danjiangkou	Asia/Shanghai
IT	9441502533831	Volla	Europe/Rome
RU	7509424075791	Kolomyagi	Europe/Moscow
MX	3527990016752	Casa Blanca	America/Mexico_City
PT	8066923473606	Carnaxide	Europe/Lisbon
IN	8497678266036	Aklera	Asia/Kolkata
RU	3086709821112	Yablonovskiy	Europe/Moscow
TR	2733326334433	Mardin	Europe/Istanbul
US	0150858069176	Canton	America/Detroit
DE	3451611287156	Aschaffenburg	Europe/Berlin
PL	9719449182895	Strzelce Opolskie	Europe/Warsaw
GB	7444716231083	Cowes	Europe/London
RU	7240607390491	Yashkino	Asia/Novokuznetsk
PL	1341627343484	Reda	Europe/Warsaw
DE	4793205491556	Memmingen	Europe/Berlin
US	6731111465979	Lino Lakes	America/Chicago
IN	8139911385370	Bhuban	Asia/Kolkata
CA	9366081137440	Markham	America/Toronto
PK	5513163546346	Kanganpur	Asia/Karachi
TH	6811122765821	Thap Than	Asia/Bangkok
NL	3005235899822	Losser	Europe/Amsterdam
ID	4173640806625	Kediri	Asia/Jakarta
GH	4744723766275	Mampong	Africa/Accra
US	8264736829829	Palestine	America/Chicago
NG	9290374588735	Argungu	Africa/Lagos
CN	2705634174537	Boli	Asia/Shanghai
US	9411649464121	Gates-North Gates	America/New_York
BR	3332525787003	Cabo	America/Recife
PH	4496118426188	San Jose	Asia/Manila
RU	7949136093193	Kachkanar	Asia/Yekaterinburg
BR	1851024583012	Imbituba	America/Sao_Paulo
CO	7068743133532	Buenaventura	America/Bogota
BR	9954436883670	Porto Velho	America/Porto_Velho
BR	9481140975853	Palmeira	America/Sao_Paulo
DE	2845082228274	Nidderau	Europe/Berlin
US	1292394161705	Nutley	America/New_York
AR	7001480159816	Aguilares	America/Argentina/Tucuman
BA	7183782814300	Bijeljina	Europe/Sarajevo
BR	5841291908201	Valinhos	America/Sao_Paulo
CO	5675498599678	Buenaventura	America/Bogota
MX	0969318747956	Progreso	America/Merida
AU	0265856323165	Eastwood	Australia/Sydney
TH	8097888196064	Bang Ban	Asia/Bangkok
CN	0815779606014	Danjiangkou	Asia/Shanghai
FR	1963922227698	La Garenne-Colombes	Europe/Paris
US	6094631387535	Jackson	America/Chicago
IN	2293544421686	Rangia	Asia/Kolkata
BR	2022252732247	Muritiba	America/Bahia
CN	8009547481558	Dongfeng	Asia/Shanghai
TZ	2806904341342	Iringa	Africa/Dar_es_Salaam
ES	7558277230833	Segundo Ensanche	Europe/Madrid
NL	9798783154744	Zeist	Europe/Amsterdam
IN	1686356729902	Periyakulam	Asia/Kolkata
RU	1280793238005	Naro-Fominsk	Europe/Moscow
MY	7167869552323	Kampung Ayer Molek	Asia/Kuala_Lumpur
US	7900761579148	Brentwood Estates	America/Chicago
AO	6977716963315	Luena	Africa/Luanda
FR	0223249884419	Arles	Europe/Paris
TZ	4649048734278	Iringa	Africa/Dar_es_Salaam
MA	5252000388236	Oulmes	Africa/Casablanca
FR	8901627367366	Gonesse	Europe/Paris
ES	6425621874535	Tudela	Europe/Madrid
PL	4285709255289	Strzelce Opolskie	Europe/Warsaw
CN	2078209724650	Shaowu	Asia/Shanghai
US	0387600058724	Hutchinson	America/Chicago
CN	7244793049355	Shaowu	Asia/Shanghai
BR	1151016782738	Rio Real	America/Bahia
GB	7869392743031	Arbroath	Europe/London
DE	4783928490783	Reutlingen	Europe/Berlin
US	6343291247445	Hueytown	America/Chicago
ES	0899370733119	Baza	Europe/Madrid
BR	3709486654130	Loanda	America/Sao_Paulo
US	4452354898851	Saratoga Springs	America/Denver
TR	5160512249399	Silvan	Europe/Istanbul
BR	6412735846404	Barras	America/Fortaleza
IN	0744730142011	Kangayam	Asia/Kolkata
US	7090912870375	Rosedale	America/New_York
DE	7769517222673	Korschenbroich	Europe/Berlin
IN	7188830338128	Barpeta	Asia/Kolkata
CO	0177358586637	Puerto Colombia	America/Bogota
MA	1390460999976	Jerada	Africa/Casablanca
US	0691919881868	Longview	America/Chicago
US	9975147548467	Watsonville	America/Los_Angeles
IT	7429521732901	Malnate	Europe/Rome
CN	6589668840592	Pucheng	Asia/Shanghai
DE	1893919429692	Albstadt	Europe/Berlin
PE	5808849650463	Iquitos	America/Lima
US	6284417477363	Jersey City	America/New_York
GB	9275983071441	Arbroath	Europe/London
DE	3190267345123	Neuburg an der Donau	Europe/Berlin
GB	5398816132202	Mexborough	Europe/London
RU	0276488681950	Naro-Fominsk	Europe/Moscow
IN	3890083508275	Tiruppuvanam	Asia/Kolkata
PL	3968989173504	Strzelce Opolskie	Europe/Warsaw
CU	3115857330624	Media Luna	America/Havana
BO	5780651033064	Tupiza	America/La_Paz
NG	5305082887231	Olupona	Africa/Lagos
LR	4050463722144	New Yekepa	Africa/Monrovia
US	9778885776501	Independence	America/Chicago
NL	3882729961278	Losser	Europe/Amsterdam
CN	5425357314535	Sishui	Asia/Shanghai
AM	7775232276297	Hrazdan	Asia/Yerevan
EE	8352446009539	Narva	Europe/Tallinn
US	0256476311823	Mechanicsville	America/New_York
US	7317866944557	Fresno	America/Chicago
IN	8313642121715	Srinagar	Asia/Kolkata
GB	8589093828699	Lancing	Europe/London
CN	8777676648646	Changzhi	Asia/Shanghai
LR	1222410119298	New Yekepa	Africa/Monrovia
US	9792736345852	Middletown	America/New_York
RU	1593229385052	Nikolayevsk-on-Amure	Asia/Vladivostok
IT	9606974504820	Catania	Europe/Rome
AF	5014839202943	Sar-e Pul	Asia/Kabul
PK	2199837801565	Bhit Shah	Asia/Karachi
MX	1903012311340	Acaponeta	America/Mazatlan
AR	0558671301747	Tandil	America/Argentina/Buenos_Aires
SE	7333511525216	Hudiksvall	Europe/Stockholm
NL	4080915445819	Zeist	Europe/Amsterdam
PL	1909834361204	Jaworzno	Europe/Warsaw
BJ	2073002492430	Tchaourou	Africa/Porto-Novo
CD	6275703999911	Kasangulu	Africa/Kinshasa
RU	6409235791068	Zhukovka	Europe/Moscow
PK	0814293406179	Bhit Shah	Asia/Karachi
AR	4908741333752	Esperanza	America/Argentina/Cordoba
KE	0839255640989	Busia	Africa/Nairobi
US	0950173184635	Gates-North Gates	America/New_York
DE	6516642967914	Bretten	Europe/Berlin
DE	0030536380321	Kirchlengern	Europe/Berlin
TR	6512207447464	Sungurlu	Europe/Istanbul
GB	7782394484286	Lymington	Europe/London
HR	2817501762768	Split	Europe/Zagreb
UA	3855134555622	Voznesensk	Europe/Kiev
AR	8991279293786	Tandil	America/Argentina/Buenos_Aires
IN	4929586588213	Meerut	Asia/Kolkata
DE	8610584879248	Gauting	Europe/Berlin
PK	3800964129543	Alipur	Asia/Karachi
US	8220590833655	Davis	America/Los_Angeles
FR	7698855920944	Cavaillon	Europe/Paris
US	5750460029763	Jersey City	America/New_York
PK	0213648737683	Qadirpur Ran	Asia/Karachi
AU	9875678376877	Nowra	Australia/Sydney
GH	5590587377381	Tarkwa	Africa/Accra
MM	0957859041527	Dawei	Asia/Yangon
IT	4756972624619	Montecchio Maggiore-Alte Ceccato	Europe/Rome
ID	1209932073963	Tebingtinggi	Asia/Jakarta
MX	7700294023466	San Lorenzo Acopilco	America/Mexico_City
US	4694766277637	Schererville	America/Chicago
NI	6014773195058	Somoto	America/Managua
RU	0478911530440	Naro-Fominsk	Europe/Moscow
JP	7696124149010	Nonoichi	Asia/Tokyo
RU	3793864642284	Naro-Fominsk	Europe/Moscow
NI	5092344257177	Somoto	America/Managua
DE	0465114835304	Nidderau	Europe/Berlin
IT	3473493408825	Chiavari	Europe/Rome
GB	6672176297566	Bushey	Europe/London
PK	3351026258584	Qadirpur Ran	Asia/Karachi
IT	3307455929557	Francavilla Fontana	Europe/Rome
ES	3351826501446	Villaquilambre	Europe/Madrid
IN	2489051977567	Udumalaippettai	Asia/Kolkata
IN	3803745110747	Chharra	Asia/Kolkata
BR	5258936013754	Barras	America/Fortaleza
MX	6464724891957	Zacoalco de Torres	America/Mexico_City
US	4029984530644	Lutz	America/New_York
US	0320677124374	Columbia Heights	America/Chicago
GB	1217623496120	Devizes	Europe/London
CL	1895944323624	Ovalle	America/Santiago
NO	0482117109683	Harstad	Europe/Oslo
PH	9469532300148	Masbate	Asia/Manila
MX	8200802541318	Tuxtla	America/Mexico_City
US	6708109778946	Copperas Cove	America/Chicago
GB	4544523596160	Strood	Europe/London
US	1333632162297	Keizer	America/Los_Angeles
ID	1171184823118	Pameungpeuk	Asia/Jakarta
LK	7386738380595	Dehiwala-Mount Lavinia	Asia/Colombo
TH	8117381974799	Bang Ban	Asia/Bangkok
DE	5432219370356	Bretten	Europe/Berlin
NL	3208336530230	Vught	Europe/Amsterdam
US	4017954881704	Pahrump	America/Los_Angeles
IN	3314767129988	Srinagar	Asia/Kolkata
CU	1159618501184	Varadero	America/Havana
RU	1154530596805	Bavly	Europe/Moscow
DE	9105219245707	Walsrode	Europe/Berlin
FR	0261801297468	Gonesse	Europe/Paris
DE	2751487967338	Wittenau	Europe/Berlin
US	1306240346540	Yonkers	America/New_York
TR	9601186736557	Sungurlu	Europe/Istanbul
US	1762671555744	Davis	America/Los_Angeles
CN	0822243760677	Sishui	Asia/Shanghai
IN	3651810675901	Adra	Asia/Kolkata
NG	8034039047950	Lagos	Africa/Lagos
EG	0000554747017	Juhaynah	Africa/Cairo
RU	3777017657998	Krymsk	Europe/Moscow
IN	9927967553800	Sathyamangalam	Asia/Kolkata
RU	5790414425807	Kovylkino	Europe/Moscow
US	8349668695640	Rosemount	America/Chicago
BD	2888410764433	Manikchari	Asia/Dhaka
RU	0463758271724	Tyoply Stan	Europe/Moscow
US	9666083732972	Pottstown	America/New_York
UZ	3583783789203	Andijon	Asia/Tashkent
GB	3298295321864	Lymington	Europe/London
ID	3046218984463	Simpang	Asia/Jakarta
VE	5945740911429	Tinaquillo	America/Caracas
IN	1119474113921	Pilkhua	Asia/Kolkata
FR	3069477532305	Dax	Europe/Paris
VN	9483362796254	Sa Dec	Asia/Ho_Chi_Minh
PT	8778072591031	Albufeira	Europe/Lisbon
CN	0631896772995	Foshan	Asia/Shanghai
DE	9023899192527	Halstenbek	Europe/Berlin
GB	5233298163088	Devizes	Europe/London
US	4208452264476	Crystal Lake	America/Chicago
IN	8266310351412	Pujali	Asia/Kolkata
RU	7242105550445	Lesozavodsk	Asia/Vladivostok
US	0175821895781	Brunswick	America/New_York
GB	6368352389803	Surbiton	Europe/London
RU	5551206744014	Ishim	Asia/Yekaterinburg
BR	1178581581931	Barra dos Coqueiros	America/Maceio
AR	6038687903493	Rafaela	America/Argentina/Cordoba
LY	5219212182199	Ghat	Africa/Tripoli
PH	6729698553707	Talisay	Asia/Manila
US	6168548427360	Deltona	America/New_York
IN	6946057587849	Kashipur	Asia/Kolkata
FI	0075359853577	Kallio	Europe/Helsinki
US	8623924930318	Lower West Side	America/Chicago
IT	5056089408805	Falconara Marittima	Europe/Rome
CD	2537105788581	Beni	Africa/Lubumbashi
PH	7360948807110	Antipolo	Asia/Manila
US	4152247177314	Brunswick	America/New_York
IR	8084929317793	Shahre Jadide Andisheh	Asia/Tehran
US	5246924596488	Rosedale	America/New_York
MD	6610976269901	Soroca	Europe/Chisinau
KZ	1170782520894	Otegen Batyra	Asia/Almaty
BR	8348774315312	Itabirito	America/Sao_Paulo
IR	7922192907826	Aleshtar	Asia/Tehran
TR	5016786159394	Mudanya	Europe/Istanbul
RU	6635608569181	Nikolayevsk-on-Amure	Asia/Vladivostok
BG	3812194364007	Aytos	Europe/Sofia
US	8615284829944	Lompoc	America/Los_Angeles
IN	9369950145447	Pandua	Asia/Kolkata
AU	7554201642437	Frankston South	Australia/Melbourne
CA	4886702754344	Markham	America/Toronto
ES	2246218852491	Novelda	Europe/Madrid
US	1044282667505	Middletown	America/New_York
JP	2315380883487	Minokamo	Asia/Tokyo
DE	3184475191795	Barmbek-Nord	Europe/Berlin
LT	9328290755822	Ukmerge	Europe/Vilnius
LK	9078605705768	Dehiwala-Mount Lavinia	Asia/Colombo
US	4981869358173	Venice	America/New_York
GB	6849246712100	Kingston upon Hull	Europe/London
PH	3719555063152	Sorsogon	Asia/Manila
LT	8779382855509	Ukmerge	Europe/Vilnius
US	8885461517005	Peabody	America/New_York
MX	7550360860156	Teziutlan	America/Mexico_City
RS	5499977282116	Sremska Mitrovica	Europe/Belgrade
RU	1328667383052	Ishim	Asia/Yekaterinburg
US	2560982449474	Porterville	America/Los_Angeles
PK	1452431353061	Bhit Shah	Asia/Karachi
IT	1101617948194	Campobasso	Europe/Rome
DE	7146425933769	Aschaffenburg	Europe/Berlin
IN	0064912459417	Chamba	Asia/Kolkata
DE	9225797335390	Rudolstadt	Europe/Berlin
PH	0787538948430	Tupi	Asia/Manila
US	5436898438673	Rosemount	America/Chicago
RU	0348630788920	Tver	Europe/Moscow
US	5383620593189	Palestine	America/Chicago
PA	7440718892246	Chilibre	America/Panama
HR	4199234026767	Split	Europe/Zagreb
BR	9905864339147	Marau	America/Sao_Paulo
IR	4832843206235	Shahre Jadide Andisheh	Asia/Tehran
KZ	5428255874385	Zaysan	Asia/Almaty
DE	6873924892204	Aschaffenburg	Europe/Berlin
TR	9387969193570	Gaziantep	Europe/Istanbul
IT	9109157761046	Roseto degli Abruzzi	Europe/Rome
BE	0618244157253	Beveren	Europe/Brussels
CD	8930803008137	Kamina	Africa/Lubumbashi
JP	8437476863075	Kamakura	Asia/Tokyo
MY	2783109724920	Kulai	Asia/Kuala_Lumpur
GB	4939043154004	Exeter	Europe/London
EE	6961651372875	Narva	Europe/Tallinn
GB	2240811247463	Viewpark	Europe/London
IT	6844205678299	Misterbianco	Europe/Rome
PH	2451285972748	Jagna	Asia/Manila
ES	3774453518425	Caravaca	Europe/Madrid
ES	1060670423003	Ferrol	Europe/Madrid
PH	6636355498526	Cebu City	Asia/Manila
JP	3719440117229	Gero	Asia/Tokyo
IN	9958211308488	Deoli	Asia/Kolkata
CN	6053990717216	Jingzhou	Asia/Shanghai
JP	9710830916143	Minokamo	Asia/Tokyo
BR	7571801951257	Altamira	America/Santarem
CN	4104680736337	Ulanhot	Asia/Shanghai
FI	8372017581141	Espoo	Europe/Helsinki
UA	1297953704379	Svatove	Europe/Zaporozhye
CA	4742536578795	Sydney	America/Glace_Bay
US	1649001337983	Deltona	America/New_York
IN	8274910841875	Alwaye	Asia/Kolkata
CA	3903242837694	Markham	America/Toronto
GB	7176705474859	Rhosllanerchrugog	Europe/London
US	6709673743392	Taunton	America/New_York
DE	1888484444560	Verl	Europe/Berlin
AU	6867353542335	Carindale	Australia/Brisbane
BR	6270321697683	Curitiba	America/Sao_Paulo
IT	8221583441147	Catania	Europe/Rome
CM	8288375984183	Idenao	Africa/Douala
DK	5573765118426	Frederiksberg	Europe/Copenhagen
RW	3436392449528	Rwamagana	Africa/Kigali
MY	3885248291642	Teluk Intan	Asia/Kuala_Lumpur
CZ	0057271121828	Karlovy Vary	Europe/Prague
IL	2301171529290	Ramla	Asia/Jerusalem
CN	6671693104777	Longgang	Asia/Shanghai
BE	7329009935452	Temse	Europe/Brussels
ES	8107867751273	Cardedeu	Europe/Madrid
ID	7131052288658	Kudus	Asia/Jakarta
RU	2903007005710	Gavrilov-Yam	Europe/Moscow
IN	1240371655556	Supaul	Asia/Kolkata
BR	5323611245789	Loanda	America/Sao_Paulo
IN	3261887437885	Lal Bahadur Nagar	Asia/Kolkata
RU	8079565635196	Novosilikatnyy	Asia/Barnaul
BR	8605824193963	Palmeira	America/Sao_Paulo
TN	4376813123837	Beni Khiar	Africa/Tunis
FR	5045609413122	Arles	Europe/Paris
FI	8399614960841	Espoo	Europe/Helsinki
GB	3399045865680	Poulton-le-Fylde	Europe/London
CO	1885381450380	Honda	America/Bogota
US	3045735279052	Estelle	America/Chicago
US	3165811773035	Muskogee	America/Chicago
BR	6731025732075	Cabo	America/Recife
RU	0227469571586	Saraktash	Asia/Yekaterinburg
DE	1492753758021	Gifhorn	Europe/Berlin
DE	8575674668181	Schleswig	Europe/Berlin
US	8836321833810	Opportunity	America/Los_Angeles
JP	8000404062613	Inawashiro	Asia/Tokyo
GB	3166712942292	Arbroath	Europe/London
PK	0681350312960	Alipur	Asia/Karachi
PL	4722455938825	Strzelce Opolskie	Europe/Warsaw
NG	4245320474179	Biu	Africa/Lagos
GB	3728052294204	Rhosllanerchrugog	Europe/London
US	7838433027584	Toledo	America/New_York
CN	1621527329130	Zhuangyuan	Asia/Shanghai
JP	7977853447098	Suzaka	Asia/Tokyo
KZ	6990546978748	Otegen Batyra	Asia/Almaty
CO	3024859805583	Socorro	America/Bogota
CN	9656462320951	Jiangyan	Asia/Shanghai
US	8659626450038	Westchester	America/Chicago
IR	3184511345113	Nowshahr	Asia/Tehran
US	8505102561531	Deltona	America/New_York
GB	5181523252185	Lower Earley	Europe/London
IT	9661252570911	Roseto degli Abruzzi	Europe/Rome
EG	5670445410389	Alexandria	Africa/Cairo
CN	3809228974127	Nanpiao	Asia/Shanghai
JP	7512112835089	Iwade	Asia/Tokyo
DE	1318180105293	Losheim	Europe/Berlin
ES	5940718366928	Baza	Europe/Madrid
ID	0833177191345	Randudongkal	Asia/Jakarta
NG	0095330306731	Lagos	Africa/Lagos
CZ	5448556024302	Most	Europe/Prague
JP	4022921763020	Namerikawa	Asia/Tokyo
US	0291105717560	Rosedale	America/New_York
IT	9551911196906	Portogruaro	Europe/Rome
US	8248021986138	East Haven	America/New_York
IT	2078400961762	Ventimiglia	Europe/Rome
ES	0696260145713	Villaquilambre	Europe/Madrid
CN	5915151381364	Wacheng	Asia/Shanghai
TZ	7630863138591	Magomeni	Africa/Dar_es_Salaam
RU	4449066244571	Danilov	Europe/Moscow
CN	1658279187251	Wacheng	Asia/Shanghai
US	7032145596257	Abilene	America/Chicago
IN	6396610589979	Tiruppuvanam	Asia/Kolkata
RU	7693880943562	Malakhovka	Europe/Moscow
CO	6842543356121	Madrid	America/Bogota
IN	9769966531744	Dharmapuri	Asia/Kolkata
SD	6836185333268	Ar Ruseris	Africa/Khartoum
MM	9706206528157	Kyaikto	Asia/Yangon
US	1043744777585	Crystal Lake	America/Chicago
US	0231682516538	Evergreen Park	America/Chicago
IT	6815323660138	Castelfranco Emilia	Europe/Rome
IN	8061343199648	Periyakulam	Asia/Kolkata
ID	5282516643666	Tebingtinggi	Asia/Jakarta
IT	4001050031682	Villabate	Europe/Rome
DE	1128282468314	Gronau	Europe/Berlin
MX	7945917192291	Tuxtla	America/Mexico_City
IN	6516853504663	Aistala	Asia/Kolkata
DE	3965968759773	Hofheim am Taunus	Europe/Berlin
US	3124632246050	Stockbridge	America/New_York
GB	1713373193048	Rhosllanerchrugog	Europe/London
RU	0803976776388	Ulan-Ude	Asia/Irkutsk
RU	5678676271212	Gudermes	Europe/Moscow
US	6310624033815	San Juan	America/Chicago
PS	1133415087669	East Jerusalem	Asia/Hebron
FR	8095547498191	Saint-Omer	Europe/Paris
MY	2789921548942	Ulu Tiram	Asia/Kuala_Lumpur
CN	0841856640954	Meizhou	Asia/Shanghai
NL	7446717992888	Losser	Europe/Amsterdam
FR	1738083304430	Marseille 11	Europe/Paris
IT	6778104811368	Falconara Marittima	Europe/Rome
DE	1790397808073	Ehingen	Europe/Berlin
HT	4790533628593	Thomazeau	America/Port-au-Prince
ES	7636745469357	Reus	Europe/Madrid
FR	0414755668307	Saint-Genis-Laval	Europe/Paris
IN	6998414997303	Kundla	Asia/Kolkata
TR	2350014421550	Mudanya	Europe/Istanbul
ES	9352901867932	Talavera de la Reina	Europe/Madrid
PH	7775944115082	Jagna	Asia/Manila
BR	8978692910285	Palmeira	America/Sao_Paulo
US	1024437687398	Belle Glade	America/New_York
PH	3307594237940	Jagna	Asia/Manila
CN	4979560199560	Dongdu	Asia/Shanghai
ES	3914323094745	Jumilla	Europe/Madrid
IN	3992879967782	Udumalaippettai	Asia/Kolkata
NE	3081184291627	Mirriah	Africa/Niamey
BG	1987834509857	Aytos	Europe/Sofia
AR	7583504972057	Esperanza	America/Argentina/Cordoba
US	4703588506976	South Lawndale	America/Chicago
GN	8264920311895	Camayenne	Africa/Conakry
PE	9015786248455	Chosica	America/Lima
FR	1198818235840	Vienne	Europe/Paris
MY	7478405142282	Donggongon	Asia/Kuching
ES	2086741015488	San Fernando de Henares	Europe/Madrid
ZA	4144104017963	Vryheid	Africa/Johannesburg
AU	9024908820691	Perth	Australia/Perth
ID	5456053650689	Kudus	Asia/Jakarta
US	6985633816614	Kaukauna	America/Chicago
HR	7712083683140	Split	Europe/Zagreb
CN	0444598358714	Guli	Asia/Shanghai
PG	0901135512157	Mount Hagen	Pacific/Port_Moresby
PL	1427166557305	Reda	Europe/Warsaw
SV	6396509826635	Ilopango	America/El_Salvador
MM	5032630797673	Kyaikto	Asia/Yangon
MX	2781310086608	Salvatierra	America/Mexico_City
MY	1703672902083	Batu Feringgi	Asia/Kuala_Lumpur
IN	8556245301775	Dharmapuri	Asia/Kolkata
DE	7885252715925	Burscheid	Europe/Berlin
MX	7491427896933	Paracho de Verduzco	America/Mexico_City
TH	5440663853981	Nakhon Pathom	Asia/Bangkok
AU	7089629801543	Maryborough	Australia/Brisbane
NG	1836564086490	Olupona	Africa/Lagos
GB	9137430635807	Blackpool	Europe/London
DE	3417069835271	Nidderau	Europe/Berlin
FR	0561414707119	Sceaux	Europe/Paris
CN	2518627617566	Ulanhot	Asia/Shanghai
GB	1369463880161	Strood	Europe/London
DE	6141833014667	Rudolstadt	Europe/Berlin
PH	4254475419263	Maasin	Asia/Manila
US	5662231577437	Odessa	America/Chicago
IN	6393887726496	Kashipur	Asia/Kolkata
BG	6510772312606	Aytos	Europe/Sofia
CO	7542935911479	Villa del Rosario	America/Bogota
US	2053398650041	Norwalk	America/New_York
UZ	2275807931446	Parkent	Asia/Tashkent
CN	8976919834697	Boli	Asia/Shanghai
IT	6206738090441	Castelfranco Emilia	Europe/Rome
MX	7581227686664	Oaxaca	America/Mexico_City
US	8574884659743	Norco	America/Los_Angeles
US	6152034975329	San Juan	America/Chicago
KR	7229223419311	Goyang-si	Asia/Seoul
DE	9231623834296	Wittenau	Europe/Berlin
US	4015317058664	Punta Gorda Isles	America/New_York
BA	6489642608746	Bijeljina	Europe/Sarajevo
CN	6923054621714	Zaozhuang	Asia/Shanghai
US	0361421038905	Acworth	America/New_York
MA	8369137970122	Temara	Africa/Casablanca
BR	3617113452847	Itacoatiara	America/Manaus
ID	3920372607362	Diwek	Asia/Jakarta
FR	1936407817097	Rueil-Malmaison	Europe/Paris
BE	7179858859900	Houthalen	Europe/Brussels
PR	7560921362395	Aguadilla	America/Puerto_Rico
US	5470648476232	Jersey City	America/New_York
TH	5768652054233	Nakhon Pathom	Asia/Bangkok
GB	1807301191821	Kingston upon Hull	Europe/London
US	3355676673025	Keizer	America/Los_Angeles
AM	0003396159314	Hrazdan	Asia/Yerevan
US	6529801968783	Lino Lakes	America/Chicago
ML	1582679883928	Kati	Africa/Bamako
US	8789686014700	Gilbert	America/Phoenix
